User_ID,Age,Education_Level,Goal,Preferred_Category,Subcategory,Course_Name,Rating
1155,20,High School,Upskilling,Music,Piano,Classical Piano,3.8
1156,29,PhD,Freelancing,Design,Graphic Design,Illustrator Course,3.8
1157,29,High School,Switching Career,Programming,App Development,Flutter Beginner,3.5
1158,36,High School,Freelancing,Music,Piano,Piano Lessons 101,5.0
1159,22,High School,Upskilling,Health & Fitness,Yoga,Beginner Yoga,3.5
1160,20,PhD,Job,Business,Management,Leadership Skills,3.7
1161,43,Bachelors,Switching Career,Programming,Web Development,HTML CSS JS Mastery,3.2
1162,26,Masters,Switching Career,Music,Piano,Piano Lessons 101,3.2
1163,33,PhD,Freelancing,Music,Piano,Piano Lessons 101,3.3
1164,19,High School,Freelancing,Personal Development,Productivity,Focus and Discipline,3.3
1165,18,Masters,Freelancing,Music,Piano,Piano Lessons 101,3.4
1166,20,Bachelors,Switching Career,Programming,Cybersecurity,Ethical Hacking,3.8
1167,37,PhD,Job,Engineering,Electrical,Circuits and Systems,4.5
1168,30,Bachelors,Upskilling,Writing,Creative Writing,Writing Fiction,3.0
1169,19,High School,Upskilling,Writing,Content Writing,Blog Writing,3.4
1170,24,Bachelors,Freelancing,Programming,Data Science,Python for Data Science,4.6
1171,38,Bachelors,Freelancing,Photography,Photo Editing,Photoshop for Photographers,3.2
1172,31,High School,Upskilling,Language Learning,Spanish,Beginner Spanish,3.8
1173,38,High School,Switching Career,Writing,Copywriting,Sales Copy Mastery,3.1
1174,35,Masters,Job,Business,Finance,Investing Basics,3.6
1175,49,High School,Freelancing,Personal Development,Productivity,Focus and Discipline,5.0
1176,42,Bachelors,Upskilling,Design,UI/UX,UI Design Principles,3.1
1177,19,PhD,Switching Career,Photography,Lighting Techniques,Natural Lighting,4.0
1178,18,Bachelors,Job,Engineering,Electrical,Power Engineering,3.5
1179,45,Bachelors,Job,Programming,App Development,React Native Guide,4.0
1180,30,Bachelors,Switching Career,Writing,Content Writing,Blog Writing,3.5
1181,46,Masters,Freelancing,Personal Development,Leadership,Leadership in Teams,4.0
1182,44,Masters,Job,Writing,Content Writing,SEO Content Writing,3.7
1183,31,High School,Freelancing,Writing,Content Writing,SEO Content Writing,4.0
1184,29,PhD,Job,Business,Management,Project Management,4.9
1185,21,Bachelors,Freelancing,Design,Figma,Figma Masterclass,4.2
1186,31,Bachelors,Job,Health & Fitness,Mental Health,Mindfulness Meditation,3.6
1187,30,Bachelors,Switching Career,Design,Canva,Designing with Canva,3.6
1188,46,Bachelors,Upskilling,Music,Guitar,Fingerstyle Guitar,3.8
1189,28,PhD,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.5
1190,48,High School,Switching Career,Health & Fitness,Nutrition,Meal Planning,4.2
1191,27,Bachelors,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,3.9
1192,42,PhD,Job,Language Learning,Spanish,Conversational Spanish,3.4
1193,30,High School,Job,Photography,Lighting Techniques,Studio Setup,4.0
1194,44,PhD,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,4.3
1195,22,PhD,Job,Business,Management,Project Management,3.4
1196,45,Masters,Upskilling,Photography,Lighting Techniques,Studio Setup,4.3
1197,41,High School,Switching Career,Health & Fitness,Mental Health,Managing Stress,3.5
1198,20,Masters,Job,Design,UI/UX,UI Design Principles,4.9
1199,27,Masters,Freelancing,Engineering,Mechanical,Thermodynamics,3.2
1200,23,PhD,Switching Career,Engineering,Electrical,Circuits and Systems,4.8
1201,28,PhD,Upskilling,Personal Development,Public Speaking,TED Talk Techniques,4.2
1202,44,High School,Job,Engineering,Civil,Structural Engineering,3.5
1203,31,PhD,Upskilling,Programming,App Development,React Native Guide,3.0
1204,22,PhD,Switching Career,Personal Development,Public Speaking,TED Talk Techniques,3.3
1205,41,Bachelors,Freelancing,Writing,Copywriting,Sales Copy Mastery,4.0
1206,25,PhD,Freelancing,Design,Canva,Canva for Beginners,4.5
1207,30,Masters,Switching Career,Music,Music Theory,Music Theory Basics,4.7
1208,28,High School,Upskilling,Business,Management,Project Management,3.6
1209,39,High School,Freelancing,Music,Piano,Piano Lessons 101,3.0
1210,35,High School,Job,Business,Finance,Personal Finance,3.8
1211,35,PhD,Switching Career,Language Learning,German,Intermediate German,3.7
1212,39,Masters,Freelancing,Language Learning,German,Intermediate German,4.2
1213,40,Masters,Job,Programming,Data Science,Data Analysis with Pandas,4.5
1214,26,High School,Job,Photography,Photo Editing,Lightroom Editing,3.7
1215,48,PhD,Freelancing,Programming,Machine Learning,ML A-Z,4.3
1216,20,Masters,Switching Career,Writing,Content Writing,SEO Content Writing,3.8
1217,23,Masters,Switching Career,Music,Music Theory,Music Theory Basics,4.5
1218,36,Bachelors,Freelancing,Photography,Lighting Techniques,Natural Lighting,3.3
1219,23,Masters,Switching Career,Design,Graphic Design,Photoshop Basics,4.0
1220,33,Bachelors,Freelancing,Design,Figma,Figma Masterclass,3.9
1221,19,Bachelors,Upskilling,Health & Fitness,Yoga,Beginner Yoga,4.4
1222,48,High School,Freelancing,Photography,Lighting Techniques,Studio Setup,3.2
1223,39,Bachelors,Job,Language Learning,German,Intermediate German,4.3
1224,45,Bachelors,Freelancing,Personal Development,Productivity,Focus and Discipline,3.2
1225,23,Masters,Freelancing,Business,Entrepreneurship,Startup Success,4.7
1226,42,High School,Upskilling,Programming,Cybersecurity,Ethical Hacking,4.7
1227,45,Masters,Upskilling,Design,Canva,Canva for Beginners,3.8
1228,47,Masters,Freelancing,Personal Development,Productivity,Focus and Discipline,4.4
1229,27,Masters,Freelancing,Programming,Cybersecurity,Network Security,3.6
1230,25,Masters,Switching Career,Writing,Copywriting,Ad Copy Techniques,4.4
1231,42,High School,Upskilling,Design,Canva,Canva for Beginners,4.4
1232,21,Bachelors,Switching Career,Health & Fitness,Yoga,Beginner Yoga,5.0
1233,43,Masters,Switching Career,Music,Piano,Classical Piano,3.8
1234,36,Masters,Freelancing,Photography,Photo Editing,Lightroom Editing,3.3
1235,21,Masters,Switching Career,Design,Canva,Designing with Canva,4.4
1236,36,Bachelors,Freelancing,Writing,Content Writing,Blog Writing,4.5
1237,18,Masters,Job,Design,Graphic Design,Illustrator Course,4.4
1238,28,High School,Job,Language Learning,German,German Basics,4.9
1239,25,Masters,Switching Career,Design,Graphic Design,Photoshop Basics,3.1
1240,33,PhD,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,4.3
1241,42,High School,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.7
1242,25,High School,Job,Business,Management,Project Management,3.0
1243,48,Masters,Job,Engineering,Mechanical,CAD Design,4.0
1244,45,Masters,Freelancing,Business,Entrepreneurship,Startup Success,4.4
1245,29,PhD,Job,Health & Fitness,Mental Health,Mindfulness Meditation,3.1
1246,25,Bachelors,Job,Design,Canva,Canva for Beginners,4.1
1247,38,High School,Job,Design,Canva,Canva for Beginners,3.2
1248,34,High School,Job,Business,Entrepreneurship,Business Planning,4.9
1249,28,PhD,Job,Writing,Copywriting,Sales Copy Mastery,4.9
1250,36,PhD,Freelancing,Engineering,Robotics,Building Arduino Robots,4.0
1251,40,Bachelors,Job,Programming,App Development,Flutter Beginner,3.4
1252,37,Bachelors,Freelancing,Engineering,Mechanical,CAD Design,3.6
1253,45,High School,Upskilling,Personal Development,Leadership,Leadership in Teams,3.8
1254,23,Masters,Switching Career,Design,Canva,Canva for Beginners,4.3
1255,35,Bachelors,Upskilling,Engineering,Mechanical,CAD Design,4.6
1256,38,PhD,Switching Career,Programming,Cybersecurity,Ethical Hacking,3.2
1257,25,High School,Switching Career,Business,Entrepreneurship,Startup Success,3.7
1258,39,Masters,Freelancing,Writing,Copywriting,Sales Copy Mastery,3.2
1259,32,PhD,Job,Business,Finance,Investing Basics,4.2
1260,49,High School,Upskilling,Engineering,Civil,AutoCAD Civil,4.2
1261,21,Bachelors,Upskilling,Health & Fitness,Nutrition,Meal Planning,4.6
1262,43,PhD,Freelancing,Personal Development,Productivity,Time Management,4.3
1263,27,PhD,Upskilling,Programming,Machine Learning,Scikit-learn Basics,4.6
1264,44,PhD,Freelancing,Music,Piano,Classical Piano,4.0
1265,35,PhD,Freelancing,Personal Development,Public Speaking,Speaking with Confidence,4.9
1266,44,Masters,Job,Business,Marketing,Digital Marketing 101,4.9
1267,28,High School,Job,Personal Development,Public Speaking,TED Talk Techniques,4.6
1268,18,PhD,Freelancing,Music,Piano,Piano Lessons 101,3.8
1269,30,High School,Switching Career,Photography,Lighting Techniques,Studio Setup,3.5
1270,20,PhD,Freelancing,Photography,DSLR Basics,Camera Settings 101,3.2
1271,26,Masters,Job,Health & Fitness,Yoga,Advanced Yoga Poses,3.3
1272,25,Masters,Freelancing,Photography,DSLR Basics,Photography Composition,3.6
1273,36,Masters,Freelancing,Programming,Cybersecurity,Network Security,3.4
1274,37,High School,Switching Career,Engineering,Robotics,Intro to Robotics,3.7
1275,47,Masters,Upskilling,Language Learning,English,English Grammar,3.7
1276,29,PhD,Upskilling,Programming,Web Development,HTML CSS JS Mastery,4.0
1277,23,Bachelors,Switching Career,Business,Management,Project Management,3.3
1278,34,Bachelors,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.7
1279,29,Masters,Job,Music,Music Theory,Advanced Harmony,3.3
1280,40,PhD,Job,Language Learning,Spanish,Beginner Spanish,3.4
1281,20,Bachelors,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.8
1282,28,Bachelors,Switching Career,Personal Development,Productivity,Focus and Discipline,4.0
1283,49,Bachelors,Upskilling,Health & Fitness,Mental Health,Mindfulness Meditation,3.3
1284,24,High School,Freelancing,Design,UI/UX,UX Research,4.5
1285,33,High School,Upskilling,Health & Fitness,Mental Health,Managing Stress,3.9
1286,36,Masters,Switching Career,Business,Management,Project Management,4.2
1287,29,Bachelors,Upskilling,Business,Entrepreneurship,Startup Success,4.3
1288,45,Bachelors,Switching Career,Business,Finance,Personal Finance,5.0
1289,27,Bachelors,Job,Design,Graphic Design,Photoshop Basics,3.5
1290,30,Bachelors,Switching Career,Programming,Cybersecurity,Ethical Hacking,3.2
1291,21,PhD,Switching Career,Photography,Photo Editing,Lightroom Editing,3.4
1292,45,PhD,Job,Photography,Photo Editing,Lightroom Editing,3.6
1293,35,Masters,Upskilling,Language Learning,German,German Basics,3.6
1294,21,Bachelors,Job,Programming,Web Development,React Full Course,4.5
1295,31,Masters,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,3.9
1296,34,PhD,Upskilling,Language Learning,French,French for Travelers,3.2
1297,18,Bachelors,Upskilling,Language Learning,French,Basic French A1,3.5
1298,35,Bachelors,Switching Career,Business,Marketing,Digital Marketing 101,4.3
1299,25,High School,Freelancing,Writing,Content Writing,SEO Content Writing,4.9
1300,22,Masters,Upskilling,Music,Guitar,Guitar for Beginners,3.1
1301,30,PhD,Upskilling,Photography,Photo Editing,Photoshop for Photographers,3.9
1302,25,PhD,Job,Music,Piano,Piano Lessons 101,3.3
1303,35,Bachelors,Upskilling,Programming,Cybersecurity,Ethical Hacking,4.6
1304,30,PhD,Switching Career,Photography,Lighting Techniques,Natural Lighting,3.3
1305,42,PhD,Switching Career,Engineering,Civil,Structural Engineering,3.4
1306,28,Bachelors,Job,Photography,Photo Editing,Photoshop for Photographers,3.6
1307,32,Masters,Upskilling,Photography,DSLR Basics,Camera Settings 101,3.4
1308,33,Masters,Job,Design,UI/UX,UX Research,3.5
1309,21,Bachelors,Freelancing,Photography,DSLR Basics,Camera Settings 101,4.3
1310,41,Masters,Job,Photography,Photo Editing,Lightroom Editing,3.8
1311,36,Masters,Job,Programming,Machine Learning,ML A-Z,4.5
1312,35,Bachelors,Upskilling,Programming,Cybersecurity,Ethical Hacking,4.4
1313,42,Masters,Freelancing,Music,Guitar,Fingerstyle Guitar,3.5
1314,43,Bachelors,Switching Career,Writing,Content Writing,SEO Content Writing,3.7
1315,48,High School,Switching Career,Design,Graphic Design,Photoshop Basics,4.6
1316,29,Bachelors,Switching Career,Design,UI/UX,UX Research,3.6
1317,29,PhD,Freelancing,Business,Finance,Personal Finance,3.9
1318,47,PhD,Job,Photography,DSLR Basics,Camera Settings 101,4.2
1319,42,PhD,Job,Business,Marketing,Digital Marketing 101,3.3
1320,23,Masters,Freelancing,Engineering,Electrical,Circuits and Systems,4.9
1321,24,Masters,Job,Writing,Creative Writing,Short Story Writing,4.5
1322,46,Bachelors,Upskilling,Language Learning,German,German Basics,3.5
1323,35,High School,Job,Programming,Web Development,React Full Course,3.6
1324,44,Bachelors,Job,Writing,Creative Writing,Writing Fiction,3.9
1325,27,Masters,Upskilling,Writing,Content Writing,SEO Content Writing,4.4
1326,25,PhD,Freelancing,Business,Finance,Personal Finance,4.9
1327,36,Masters,Job,Engineering,Civil,Structural Engineering,3.7
1328,23,High School,Freelancing,Design,Graphic Design,Illustrator Course,4.2
1329,45,Bachelors,Upskilling,Engineering,Civil,AutoCAD Civil,4.8
1330,35,PhD,Upskilling,Personal Development,Public Speaking,Speaking with Confidence,4.6
1331,27,Bachelors,Upskilling,Design,Graphic Design,Illustrator Course,4.4
1332,48,High School,Job,Engineering,Robotics,Building Arduino Robots,3.3
1333,38,Bachelors,Freelancing,Health & Fitness,Yoga,Advanced Yoga Poses,4.0
1334,48,PhD,Upskilling,Design,Canva,Designing with Canva,3.8
1335,49,PhD,Freelancing,Health & Fitness,Nutrition,Meal Planning,4.1
1336,32,High School,Freelancing,Language Learning,English,English Grammar,5.0
1337,19,Masters,Switching Career,Design,Figma,Figma Masterclass,4.8
1338,41,Bachelors,Upskilling,Music,Guitar,Fingerstyle Guitar,3.5
1339,32,High School,Freelancing,Business,Finance,Investing Basics,4.5
1340,45,Masters,Job,Business,Marketing,SEO Mastery,4.7
1341,28,High School,Freelancing,Language Learning,Spanish,Beginner Spanish,3.5
1342,18,PhD,Freelancing,Design,Graphic Design,Photoshop Basics,4.5
1343,37,PhD,Switching Career,Language Learning,German,German Basics,3.6
1344,27,High School,Job,Engineering,Mechanical,Thermodynamics,3.0
1345,45,PhD,Upskilling,Engineering,Civil,Structural Engineering,3.8
1346,28,Masters,Job,Photography,Photo Editing,Lightroom Editing,4.5
1347,43,High School,Freelancing,Health & Fitness,Nutrition,Healthy Eating,4.6
1348,47,PhD,Upskilling,Health & Fitness,Yoga,Beginner Yoga,3.1
1349,41,PhD,Freelancing,Personal Development,Productivity,Time Management,3.2
1350,39,High School,Freelancing,Personal Development,Productivity,Time Management,3.1
1351,18,Masters,Freelancing,Photography,DSLR Basics,Camera Settings 101,3.5
1352,23,High School,Switching Career,Programming,Web Development,HTML CSS JS Mastery,3.2
1353,37,High School,Upskilling,Personal Development,Leadership,Leadership in Teams,3.6
1354,43,Masters,Freelancing,Business,Entrepreneurship,Business Planning,4.8
1355,24,Bachelors,Job,Engineering,Robotics,Building Arduino Robots,4.2
1356,20,Masters,Freelancing,Design,Graphic Design,Photoshop Basics,4.8
1357,23,Bachelors,Freelancing,Design,Canva,Designing with Canva,3.9
1358,26,Masters,Upskilling,Language Learning,German,German Basics,4.8
1359,42,Bachelors,Freelancing,Engineering,Electrical,Circuits and Systems,4.1
1360,49,High School,Job,Design,UI/UX,UX Research,4.0
1361,47,Masters,Freelancing,Personal Development,Productivity,Time Management,3.6
1362,41,Masters,Job,Business,Finance,Investing Basics,3.5
1363,48,Masters,Switching Career,Design,Figma,Figma for Teams,3.1
1364,36,PhD,Switching Career,Engineering,Mechanical,CAD Design,3.7
1365,38,Masters,Job,Health & Fitness,Mental Health,Mindfulness Meditation,3.5
1366,20,High School,Freelancing,Photography,DSLR Basics,Camera Settings 101,4.7
1367,36,PhD,Freelancing,Engineering,Robotics,Intro to Robotics,3.4
1368,47,High School,Upskilling,Music,Piano,Classical Piano,3.2
1369,29,High School,Switching Career,Health & Fitness,Nutrition,Meal Planning,3.7
1370,38,Masters,Switching Career,Writing,Content Writing,SEO Content Writing,3.2
1371,47,High School,Freelancing,Music,Guitar,Guitar for Beginners,3.6
1372,20,PhD,Job,Language Learning,German,Intermediate German,3.4
1373,31,High School,Switching Career,Personal Development,Leadership,Leadership in Teams,3.2
1374,22,Masters,Switching Career,Business,Entrepreneurship,Business Planning,4.7
1375,31,Masters,Freelancing,Programming,Web Development,HTML CSS JS Mastery,3.7
1376,37,Bachelors,Freelancing,Language Learning,German,Intermediate German,4.0
1377,28,PhD,Upskilling,Engineering,Robotics,Intro to Robotics,4.1
1378,30,High School,Freelancing,Language Learning,French,French for Travelers,3.3
1379,47,Bachelors,Switching Career,Language Learning,English,Spoken English,3.5
1380,18,PhD,Freelancing,Music,Music Theory,Music Theory Basics,3.1
1381,30,PhD,Freelancing,Engineering,Robotics,Intro to Robotics,3.7
1382,30,High School,Upskilling,Language Learning,English,Spoken English,4.8
1383,25,PhD,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,3.7
1384,45,Masters,Job,Design,Graphic Design,Illustrator Course,3.7
1385,28,PhD,Switching Career,Personal Development,Public Speaking,TED Talk Techniques,4.3
1386,24,High School,Job,Business,Marketing,SEO Mastery,3.2
1387,24,PhD,Job,Personal Development,Leadership,Leadership in Teams,3.4
1388,47,PhD,Job,Writing,Copywriting,Sales Copy Mastery,3.7
1389,47,PhD,Switching Career,Programming,Machine Learning,ML A-Z,4.0
1390,35,Masters,Upskilling,Health & Fitness,Mental Health,Managing Stress,3.0
1391,44,High School,Job,Programming,App Development,React Native Guide,4.7
1392,38,Masters,Freelancing,Engineering,Robotics,Intro to Robotics,4.1
1393,43,Bachelors,Switching Career,Programming,Cybersecurity,Network Security,3.3
1394,42,Bachelors,Switching Career,Language Learning,Spanish,Conversational Spanish,3.5
1395,26,High School,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,4.9
1396,31,High School,Job,Programming,Data Science,Python for Data Science,4.3
1397,27,High School,Job,Engineering,Robotics,Intro to Robotics,4.5
1398,26,PhD,Upskilling,Design,Canva,Canva for Beginners,3.6
1399,33,PhD,Upskilling,Programming,Machine Learning,ML A-Z,4.9
1400,19,High School,Job,Music,Music Theory,Music Theory Basics,3.2
1401,36,Masters,Freelancing,Business,Marketing,SEO Mastery,4.7
1402,31,PhD,Job,Music,Guitar,Fingerstyle Guitar,3.1
1403,22,Bachelors,Switching Career,Health & Fitness,Yoga,Advanced Yoga Poses,4.6
1404,29,Masters,Job,Design,Figma,Figma Masterclass,5.0
1405,40,PhD,Job,Design,UI/UX,UX Research,3.4
1406,19,High School,Freelancing,Writing,Copywriting,Sales Copy Mastery,4.8
1407,19,Masters,Freelancing,Writing,Creative Writing,Writing Fiction,3.5
1408,48,Bachelors,Job,Language Learning,French,Basic French A1,4.5
1409,49,PhD,Switching Career,Writing,Copywriting,Sales Copy Mastery,3.4
1410,35,PhD,Job,Engineering,Civil,Structural Engineering,4.6
1411,49,PhD,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.6
1412,24,PhD,Switching Career,Writing,Content Writing,SEO Content Writing,3.7
1413,22,PhD,Freelancing,Programming,Cybersecurity,Network Security,4.2
1414,36,Masters,Switching Career,Programming,Web Development,Complete Web Dev Bootcamp,4.6
1415,45,Bachelors,Upskilling,Writing,Creative Writing,Writing Fiction,4.3
1416,41,Bachelors,Upskilling,Business,Marketing,SEO Mastery,4.4
1417,39,Bachelors,Switching Career,Engineering,Civil,Structural Engineering,4.1
1418,42,Masters,Freelancing,Photography,DSLR Basics,Camera Settings 101,4.1
1419,22,PhD,Switching Career,Language Learning,French,French for Travelers,3.4
1420,49,PhD,Job,Personal Development,Leadership,Leadership in Teams,3.2
1421,28,Masters,Switching Career,Writing,Content Writing,Blog Writing,3.6
1422,18,PhD,Upskilling,Design,Graphic Design,Photoshop Basics,4.8
1423,20,Masters,Job,Business,Management,Project Management,4.7
1424,44,Masters,Upskilling,Language Learning,French,Basic French A1,3.2
1425,38,PhD,Job,Health & Fitness,Yoga,Advanced Yoga Poses,4.0
1426,25,Masters,Job,Programming,App Development,Flutter Beginner,4.7
1427,26,High School,Upskilling,Health & Fitness,Nutrition,Healthy Eating,3.2
1428,41,High School,Job,Personal Development,Productivity,Time Management,3.1
1429,37,High School,Upskilling,Language Learning,German,Intermediate German,4.4
1430,26,PhD,Job,Design,UI/UX,UX Research,4.5
1431,44,PhD,Job,Photography,Lighting Techniques,Natural Lighting,4.2
1432,49,Masters,Upskilling,Music,Guitar,Guitar for Beginners,3.5
1433,36,High School,Upskilling,Photography,DSLR Basics,Camera Settings 101,4.4
1434,22,PhD,Job,Writing,Creative Writing,Writing Fiction,3.9
1435,42,Bachelors,Switching Career,Business,Entrepreneurship,Startup Success,4.6
1436,38,Masters,Switching Career,Design,Figma,Figma Masterclass,3.4
1437,41,PhD,Switching Career,Engineering,Mechanical,CAD Design,3.4
1438,35,PhD,Freelancing,Personal Development,Public Speaking,Speaking with Confidence,3.3
1439,24,High School,Freelancing,Programming,Data Science,Python for Data Science,3.5
1440,48,PhD,Upskilling,Personal Development,Productivity,Time Management,3.7
1441,31,Bachelors,Switching Career,Photography,Photo Editing,Photoshop for Photographers,3.1
1442,35,Masters,Job,Programming,Data Science,Data Analysis with Pandas,3.4
1443,30,PhD,Freelancing,Engineering,Civil,AutoCAD Civil,4.0
1444,24,High School,Freelancing,Business,Finance,Personal Finance,3.1
1445,20,Masters,Freelancing,Business,Marketing,SEO Mastery,3.5
1446,43,PhD,Switching Career,Business,Finance,Investing Basics,4.0
1447,28,Bachelors,Upskilling,Personal Development,Public Speaking,TED Talk Techniques,4.5
1448,24,Bachelors,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,3.3
1449,22,Bachelors,Freelancing,Language Learning,German,German Basics,4.9
1450,48,PhD,Upskilling,Programming,App Development,React Native Guide,4.8
1451,28,High School,Upskilling,Music,Music Theory,Music Theory Basics,4.0
1452,33,PhD,Job,Programming,Web Development,React Full Course,4.4
1453,36,Bachelors,Freelancing,Design,Figma,Figma Masterclass,3.6
1454,39,PhD,Switching Career,Language Learning,French,Basic French A1,3.5
1455,47,High School,Upskilling,Personal Development,Public Speaking,TED Talk Techniques,4.8
1456,48,High School,Upskilling,Photography,Lighting Techniques,Natural Lighting,3.3
1457,44,Bachelors,Freelancing,Language Learning,German,German Basics,3.5
1458,45,Masters,Freelancing,Business,Finance,Investing Basics,4.3
1459,35,PhD,Freelancing,Personal Development,Public Speaking,TED Talk Techniques,4.8
1460,43,PhD,Upskilling,Personal Development,Productivity,Time Management,4.2
1461,39,High School,Switching Career,Music,Music Theory,Advanced Harmony,3.6
1462,18,PhD,Freelancing,Music,Music Theory,Music Theory Basics,4.0
1463,36,Bachelors,Upskilling,Music,Piano,Piano Lessons 101,4.6
1464,18,PhD,Job,Writing,Copywriting,Sales Copy Mastery,3.1
1465,37,High School,Switching Career,Language Learning,English,English Grammar,3.5
1466,40,Masters,Freelancing,Business,Entrepreneurship,Startup Success,5.0
1467,30,PhD,Job,Personal Development,Productivity,Time Management,3.9
1468,40,Bachelors,Switching Career,Health & Fitness,Yoga,Beginner Yoga,4.8
1469,37,Masters,Freelancing,Engineering,Robotics,Building Arduino Robots,4.6
1470,26,Bachelors,Upskilling,Design,Graphic Design,Photoshop Basics,3.6
1471,23,Masters,Switching Career,Photography,DSLR Basics,Photography Composition,4.6
1472,45,High School,Freelancing,Photography,Photo Editing,Photoshop for Photographers,4.0
1473,40,PhD,Upskilling,Health & Fitness,Yoga,Advanced Yoga Poses,4.9
1474,47,High School,Job,Health & Fitness,Nutrition,Healthy Eating,4.2
1475,37,Bachelors,Upskilling,Design,UI/UX,UX Research,4.5
1476,43,Bachelors,Switching Career,Programming,Data Science,Data Analysis with Pandas,4.7
1477,23,High School,Upskilling,Business,Entrepreneurship,Startup Success,4.6
1478,48,Masters,Job,Business,Marketing,Digital Marketing 101,4.0
1479,49,Bachelors,Freelancing,Design,UI/UX,UI Design Principles,4.4
1480,18,PhD,Freelancing,Business,Marketing,Digital Marketing 101,3.3
1481,25,High School,Freelancing,Writing,Creative Writing,Short Story Writing,3.0
1482,46,PhD,Job,Business,Entrepreneurship,Business Planning,4.0
1483,29,Bachelors,Upskilling,Engineering,Robotics,Intro to Robotics,3.9
1484,19,Bachelors,Freelancing,Writing,Creative Writing,Writing Fiction,4.0
1485,36,Masters,Job,Engineering,Robotics,Building Arduino Robots,4.3
1486,43,PhD,Job,Music,Piano,Classical Piano,3.3
1487,36,PhD,Job,Engineering,Robotics,Intro to Robotics,4.2
1488,20,PhD,Job,Language Learning,Spanish,Conversational Spanish,4.8
1489,47,Masters,Job,Design,UI/UX,UX Research,3.7
1490,42,High School,Freelancing,Design,UI/UX,UI Design Principles,3.9
1491,26,Masters,Upskilling,Health & Fitness,Nutrition,Meal Planning,3.8
1492,48,Bachelors,Upskilling,Design,UI/UX,UI Design Principles,4.2
1493,43,High School,Job,Programming,App Development,Flutter Beginner,3.2
1494,24,PhD,Switching Career,Language Learning,Spanish,Beginner Spanish,3.2
1495,29,PhD,Switching Career,Business,Marketing,SEO Mastery,3.2
1496,22,PhD,Upskilling,Engineering,Electrical,Circuits and Systems,3.6
1497,46,PhD,Freelancing,Engineering,Mechanical,Thermodynamics,3.5
1498,46,Masters,Freelancing,Writing,Content Writing,Blog Writing,3.9
1499,30,High School,Job,Business,Finance,Personal Finance,4.6
1500,18,Masters,Switching Career,Engineering,Electrical,Power Engineering,3.4
1501,49,Bachelors,Freelancing,Engineering,Robotics,Building Arduino Robots,3.7
1502,26,High School,Switching Career,Health & Fitness,Mental Health,Mindfulness Meditation,4.7
1503,23,Bachelors,Upskilling,Business,Marketing,SEO Mastery,3.5
1504,39,High School,Freelancing,Personal Development,Leadership,Emotional Intelligence,4.4
1505,22,Bachelors,Upskilling,Business,Finance,Investing Basics,3.8
1506,21,High School,Switching Career,Personal Development,Public Speaking,Speaking with Confidence,3.1
1507,44,Masters,Freelancing,Language Learning,English,English Grammar,3.4
1508,39,High School,Freelancing,Music,Guitar,Guitar for Beginners,3.7
1509,22,PhD,Job,Photography,Photo Editing,Lightroom Editing,3.5
1510,20,High School,Job,Music,Music Theory,Music Theory Basics,4.3
1511,45,PhD,Upskilling,Writing,Creative Writing,Writing Fiction,3.1
1512,30,PhD,Job,Photography,Photo Editing,Lightroom Editing,3.8
1513,42,Bachelors,Switching Career,Health & Fitness,Mental Health,Managing Stress,3.2
1514,25,Masters,Upskilling,Writing,Copywriting,Ad Copy Techniques,4.8
1515,33,Bachelors,Job,Engineering,Electrical,Circuits and Systems,3.8
1516,20,High School,Freelancing,Programming,Web Development,Complete Web Dev Bootcamp,3.3
1517,29,Masters,Job,Language Learning,French,French for Travelers,5.0
1518,26,PhD,Switching Career,Business,Marketing,Digital Marketing 101,3.5
1519,31,PhD,Upskilling,Writing,Copywriting,Ad Copy Techniques,4.9
1520,36,Bachelors,Upskilling,Language Learning,English,English Grammar,3.7
1521,44,PhD,Upskilling,Business,Finance,Personal Finance,4.7
1522,32,Masters,Freelancing,Business,Entrepreneurship,Startup Success,3.1
1523,33,PhD,Switching Career,Business,Marketing,SEO Mastery,4.7
1524,35,Masters,Switching Career,Personal Development,Productivity,Time Management,3.6
1525,42,PhD,Job,Health & Fitness,Yoga,Advanced Yoga Poses,3.1
1526,31,PhD,Freelancing,Health & Fitness,Mental Health,Managing Stress,4.3
1527,20,Masters,Job,Engineering,Civil,AutoCAD Civil,4.6
1528,31,High School,Upskilling,Engineering,Robotics,Building Arduino Robots,4.6
1529,21,High School,Switching Career,Personal Development,Public Speaking,TED Talk Techniques,3.8
1530,34,Bachelors,Switching Career,Music,Music Theory,Music Theory Basics,3.3
1531,18,Masters,Upskilling,Business,Finance,Investing Basics,3.7
1532,43,High School,Upskilling,Language Learning,French,Basic French A1,4.6
